ID,Case_Number,Date,Block,IUCR,Primary_Type,Description,Location_Description,Arrest,Domestic,Beat,District,Ward,Community_Area,FBI_Code,X_Coordinate,Y_Coordinate,Year,Updated_On,Latitude,Longitude,Location
12646494,JF178851,"03/18/2022 10:00:00 AM","009XX W EASTWOOD AVE",810,THEFT,"OVER $500",APARTMENT,FALSE,TRUE,1914,19,46,3,6,1169124,1931077,2022,"11-12-2022 15:46",41.9663933,-87.65354056,"(41.966393303, -87.653540556)"
12656517,JF189983,"03/18/2022 12:06:00 PM","026XX W POTOMAC AVE",810,THEFT,"OVER $500","RESIDENCE - PORCH / HALLWAY",FALSE,FALSE,1423,14,26,24,6,1158522,1908544,2022,"11-12-2022 15:46",41.90478544,-87.693141,"(41.904785439, -87.693141004)"
12646198,JF178555,"03/18/2022 01:00:00 PM","060XX S MICHIGAN AVE",810,THEFT,"OVER $500",STREET,FALSE,FALSE,311,3,20,40,6,1178191,1865020,2022,"11-12-2022 15:46",41.78492698,-87.62221537,"(41.784926978, -87.622215369)"
12646136,JF178545,"03/18/2022 02:00:00 PM","057XX S CORNELL DR",810,THEFT,"OVER $500","PARKING LOT / GARAGE (NON RESIDENTIAL)",FALSE,FALSE,331,3,5,41,6,1188208,1867383,2022,"11-12-2022 15:46",41.79117802,-87.5854139,"(41.791178022, -87.585413895)"
12646190,JF178634,"03/18/2022 02:00:00 PM","050XX S EAST END AVE",810,THEFT,"OVER $500",APARTMENT,FALSE,FALSE,222,2,5,39,6,1188165,1871757,2022,"11-12-2022 15:46",41.80318162,-87.58543202,"(41.803181616, -87.585432024)"
12646487,JF178716,"03/18/2022 02:26:00 PM","0000X E RANDOLPH ST",810,THEFT,"OVER $500","PARKING LOT / GARAGE (NON RESIDENTIAL)",FALSE,FALSE,111,1,42,32,6,1176550,1901291,2022,"11-12-2022 15:46",41.88449455,-87.62713864,"(41.884494554, -87.627138636)"
12655561,JF188857,"03/18/2022 02:40:00 PM","005XX N HARTLAND CT",810,THEFT,"OVER $500",STREET,FALSE,FALSE,1215,12,1,24,6,1164524,1903775,2022,"11-12-2022 15:46",41.89157392,-87.67122911,"(41.891573921, -87.671229106)"
12646307,JF178749,"03/18/2022 03:00:00 PM","046XX N BROADWAY",810,THEFT,"OVER $500",STREET,FALSE,FALSE,1913,19,46,3,6,1167942,1930944,2022,"11-12-2022 15:46",41.966054,-87.6578904,"(41.966053999, -87.657890403)"
12648413,JF181114,"03/18/2022 03:00:00 PM","078XX S HALSTED ST",810,THEFT,"OVER $500","POLICE FACILITY / VEHICLE PARKING LOT",FALSE,FALSE,621,6,17,71,6,1172325,1852947,2022,"11-12-2022 15:46",41.75192833,-87.64407726,"(41.751928332, -87.644077264)"
12680487,JF219778,"03/18/2022 05:00:00 PM","019XX W NELSON ST",810,THEFT,"OVER $500","RESIDENCE - GARAGE",FALSE,FALSE,1931,19,32,5,6,1162835,1920264,2022,"11-12-2022 15:46",41.93685647,-87.67696858,"(41.936856473, -87.676968578)"
12646292,JF178654,"03/18/2022 05:52:00 PM","047XX N ELSTON AVE",810,THEFT,"OVER $500","GAS STATION",FALSE,FALSE,1722,17,39,16,6,1146021,1931116,2022,"11-12-2022 15:46",41.96697189,-87.73848594,"(41.966971889, -87.738485937)"
12650245,JF182606,"03/18/2022 06:00:00 PM","059XX S KOSTNER AVE",810,THEFT,"OVER $500",STREET,FALSE,FALSE,813,8,13,65,6,1148055,1864759,2022,"11-12-2022 15:46",41.78484157,-87.73271448,"(41.784841568, -87.732714479)"
12652516,JF185904,"03/18/2022 06:00:00 PM","011XX W WELLINGTON AVE",810,THEFT,"OVER $500",STREET,FALSE,FALSE,1933,19,44,6,6,1167954,1920067,2022,"11-12-2022 15:46",41.93620681,-87.65816134,"(41.936206808, -87.658161339)"
12648355,JF181203,"03/18/2022 06:00:00 PM","067XX S LAWNDALE AVE",810,THEFT,"OVER $500",STREET,FALSE,FALSE,833,8,13,65,6,1152862,1859844,2022,"11-12-2022 15:46",41.77126055,-87.7152193,"(41.771260551, -87.715219301)"
12647812,JF180392,"03/18/2022 06:00:00 PM","024XX S SAWYER AVE",810,THEFT,"OVER $500",RESIDENCE,FALSE,FALSE,1024,10,12,30,6,1155082,1887563,2022,"11-12-2022 15:46",41.84728117,-87.70634019,"(41.847281168, -87.706340185)"
12658686,JF193340,"03/18/2022 06:30:00 PM","025XX W 71ST ST",810,THEFT,"OVER $500",APARTMENT,FALSE,FALSE,832,8,17,66,6,1160471,1857484,2022,"11-12-2022 15:46",41.76463092,-87.68739214,"(41.76463092, -87.68739214)"
12646774,JF179211,"03/18/2022 06:30:00 PM","009XX N MICHIGAN AVE",810,THEFT,"OVER $500","DEPARTMENT STORE",FALSE,FALSE,1833,18,42,8,6,1177324,1906733,2022,"11-12-2022 15:46",41.89941016,-87.62413127,"(41.899410159, -87.624131266)"
12646692,JF179117,"03/18/2022 07:00:00 PM","020XX W 79TH ST",810,THEFT,"OVER $500","SMALL RETAIL STORE",FALSE,FALSE,611,6,18,71,6,1164235,1852263,2022,"11-12-2022 15:46",41.75022536,-87.67374272,"(41.750225359, -87.673742724)"
12647053,JF178800,"03/18/2022 07:30:00 PM","071XX S SOUTH CHICAGO AVE",810,THEFT,"OVER $500","SCHOOL - PUBLIC BUILDING",FALSE,FALSE,324,3,5,69,6,1183013,1857906,2022,"11-12-2022 15:46",41.7652947,-87.60475701,"(41.765294699, -87.604757012)"
12648658,JF181516,"03/18/2022 08:00:00 PM","059XX N WESTERN AVE",810,THEFT,"OVER $500","PARKING LOT / GARAGE (NON RESIDENTIAL)",FALSE,FALSE,2011,20,40,2,6,1159243,1939449,2022,"11-12-2022 15:46",41.98957583,-87.68963999,"(41.989575829, -87.689639993)"
12647183,JF179744,"03/18/2022 08:00:00 PM","029XX S DR MARTIN LUTHER KING JR DR",810,THEFT,"OVER $500",STREET,FALSE,FALSE,133,1,4,35,6,1179288,1885690,2022,"11-12-2022 15:46",41.84162222,-87.6175621,"(41.841622217, -87.617562101)"
12646437,JF178778,"03/18/2022 08:25:00 PM","027XX S INDIANA AVE",810,THEFT,"OVER $500","PARKING LOT / GARAGE (NON RESIDENTIAL)",FALSE,TRUE,133,1,4,35,6,1178044,1886556,2022,"11-12-2022 15:46",41.84402694,-87.62210081,"(41.844026941, -87.622100808)"
12708852,JF254214,"03/18/2022 08:30:00 PM","052XX S BLACKSTONE AVE",810,THEFT,"OVER $500",APARTMENT,FALSE,FALSE,234,2,4,41,6,1186800,1870814,2022,"11-12-2022 15:46",41.80062644,-87.59046793,"(41.80062644, -87.590467932)"
12646577,JF178979,"03/18/2022 09:00:00 PM","025XX N SOUTHPORT AVE",810,THEFT,"OVER $500","BAR OR TAVERN",FALSE,FALSE,1932,19,2,7,6,1166557,1916795,2022,"11-12-2022 15:46",41.92725834,-87.66338939,"(41.927258342, -87.663389391)"
12646792,JF179257,"03/18/2022 09:00:00 PM","0000X N ABERDEEN ST",810,THEFT,"OVER $500",STREET,FALSE,FALSE,1224,12,27,28,6,1169140,1900412,2022,"11-12-2022 15:46",41.88224662,-87.65437447,"(41.882246622, -87.654374474)"
12655565,JF188825,"03/18/2022 09:30:00 PM","056XX N CUMBERLAND AVE",810,THEFT,"OVER $500","HOTEL / MOTEL",FALSE,FALSE,1614,16,41,10,6,1119313,1936269,2022,"11-12-2022 15:46",41.98157915,-87.83658001,"(41.981579153, -87.836580014)"
12646601,JF178936,"03/18/2022 10:00:00 PM","015XX N FREMONT ST",810,THEFT,"OVER $500","PARKING LOT / GARAGE (NON RESIDENTIAL)",FALSE,FALSE,1822,18,2,8,6,1169955,1910576,2022,"11-12-2022 15:46",41.91011955,-87.65108503,"(41.910119548, -87.651085026)"
12647029,JF179618,"03/18/2022 10:00:00 PM","056XX S WABASH AVE",810,THEFT,"OVER $500",APARTMENT,FALSE,TRUE,225,2,20,40,6,1177676,1867664,2022,"11-12-2022 15:46",41.79219405,-87.62402359,"(41.792194049, -87.624023589)"
12646708,JF179141,"03/18/2022 10:00:00 PM","002XX S HALSTED ST",810,THEFT,"OVER $500","BAR OR TAVERN",FALSE,FALSE,1232,12,27,28,6,1171090,1899016,2022,"11-12-2022 15:46",41.87837335,-87.6472551,"(41.878373345, -87.647255095)"
12646458,JF178848,"03/18/2022 10:20:00 PM","024XX N CLARK ST",810,THEFT,"OVER $500",STREET,FALSE,FALSE,1935,19,43,7,6,1172486,1916915,2022,"11-12-2022 15:46",41.92745844,-87.64159938,"(41.927458442, -87.641599382)"
12649983,JF182368,"03/18/2022 10:30:00 PM","011XX W WASHINGTON BLVD",810,THEFT,"OVER $500",STREET,FALSE,FALSE,1224,12,27,28,6,1168709,1900681,2022,"11-12-2022 15:46",41.88299412,-87.6559493,"(41.882994123, -87.655949303)"
12646520,JF178896,"03/18/2022 11:12:00 PM","033XX W HARRISON ST",810,THEFT,"OVER $500",APARTMENT,FALSE,TRUE,1134,11,24,27,6,1154277,1897167,2022,"11-12-2022 15:46",41.87365171,-87.70903826,"(41.87365171, -87.709038259)"
12653782,JF187412,"03/19/2022 12:00:00 AM","081XX S HERMITAGE AVE",810,THEFT,"OVER $500",RESIDENCE,FALSE,FALSE,614,6,21,71,6,1166093,1850801,2022,"11-12-2022 15:46",41.74617413,-87.66697565,"(41.746174134, -87.666975648)"
12646677,JF179097,"03/19/2022 12:01:00 AM","023XX W WINNEMAC AVE",810,THEFT,"OVER $500",RESIDENCE,FALSE,FALSE,2031,20,40,4,6,1159922,1933431,2022,"11-12-2022 15:46",41.97304815,-87.68730946,"(41.97304815, -87.687309464)"
12646697,JF179121,"03/19/2022 12:09:00 AM","078XX S DR MARTIN LUTHER KING JR DR",810,THEFT,"OVER $500","PARKING LOT / GARAGE (NON RESIDENTIAL)",FALSE,FALSE,623,6,6,69,6,1180265,1853045,2022,"11-12-2022 15:46",41.75201902,-87.61497796,"(41.752019022, -87.614977963)"
12647399,JF179839,"03/19/2022 01:00:00 AM","0000X W DIVISION ST",810,THEFT,"OVER $500","BAR OR TAVERN",FALSE,FALSE,1824,18,2,8,6,1175950,1908370,2022,"11-12-2022 15:46",41.90393322,-87.62912854,"(41.903933222, -87.629128536)"
12646552,JF178957,"03/19/2022 01:00:00 AM","030XX E 92ND ST",810,THEFT,"OVER $500",STREET,FALSE,FALSE,424,4,10,46,6,1197939,1844541,2022,"11-12-2022 15:46",41.72826021,-87.55049539,"(41.728260206, -87.550495391)"
12646618,JF179022,"03/19/2022 02:00:00 AM","111XX S PARNELL AVE",810,THEFT,"OVER $500",STREET,FALSE,FALSE,2233,22,34,49,6,1174620,1831043,2022,"11-12-2022 15:46",41.69176997,-87.63631705,"(41.691769973, -87.636317051)"
12648957,JF181152,"03/19/2022 02:00:00 AM","025XX W EASTWOOD AVE",810,THEFT,"OVER $500",STREET,FALSE,FALSE,1911,19,47,4,6,1158619,1930748,2022,"11-12-2022 15:46",41.96571272,-87.69217472,"(41.965712724, -87.692174716)"
12647050,JF179576,"03/19/2022 03:00:00 AM","002XX E OHIO ST",810,THEFT,"OVER $500",STREET,FALSE,FALSE,1834,18,42,8,6,1177903,1904245,2022,"11-12-2022 15:46",41.89256982,-87.62208039,"(41.892569818, -87.62208039)"
12646592,JF179004,"03/19/2022 04:13:00 AM","047XX N ARTESIAN AVE",810,THEFT,"OVER $500",STREET,FALSE,FALSE,1911,19,40,4,6,1159180,1931414,2022,"11-12-2022 15:46",41.96752872,-87.69009365,"(41.967528724, -87.690093648)"
12648949,JF181143,"03/19/2022 04:30:00 AM","047XX N Artesian Ave",810,THEFT,"OVER $500",STREET,FALSE,FALSE,1911,19,40,4,6,1159183,1931319,2022,"11-12-2022 15:46",41.96726798,-87.69008524,"(41.967267978, -87.69008524)"
12649311,JF182377,"03/19/2022 07:00:00 AM","015XX W 83RD ST",810,THEFT,"OVER $500",APARTMENT,FALSE,FALSE,614,6,21,71,6,1167306,1849685,2022,"11-12-2022 15:46",41.74308581,-87.66256282,"(41.743085808, -87.662562818)"
12646975,JF179458,"03/19/2022 07:10:00 AM","0000X E 8TH ST",810,THEFT,"OVER $500","PARKING LOT / GARAGE (NON RESIDENTIAL)",FALSE,FALSE,123,1,4,32,6,1176533,1896669,2022,"11-12-2022 15:46",41.8718119,-87.62734067,"(41.871811902, -87.627340674)"
12655562,JF188951,"03/19/2022 08:10:00 AM","054XX S WOODLAWN AVE",810,THEFT,"OVER $500",APARTMENT,FALSE,FALSE,233,2,5,41,6,1185141,1869530,2022,"11-12-2022 15:46",41.79714223,-87.5965923,"(41.797142228, -87.596592295)"
12647001,JF179555,"03/19/2022 08:30:00 AM","033XX N NEENAH AVE",810,THEFT,"OVER $500",STREET,FALSE,FALSE,1632,16,36,17,6,1132126,1921551,2022,"11-12-2022 15:46",41.94097786,-87.78979991,"(41.940977863, -87.789799906)"
12646850,JF179089,"03/19/2022 08:30:00 AM","011XX S LAFLIN ST",810,THEFT,"OVER $500",RESIDENCE,FALSE,TRUE,1231,12,28,28,6,1166546,1895280,2022,"11-12-2022 15:46",41.86821992,-87.66404656,"(41.868219921, -87.664046556)"
12651393,JF184772,"03/19/2022 09:00:00 AM","034XX N MONTICELLO AVE",810,THEFT,"OVER $500",STREET,FALSE,FALSE,1732,17,30,21,6,1151451,1922549,2022,"11-12-2022 15:46",41.94335824,-87.7187463,"(41.943358243, -87.718746303)"
12649436,JF182390,"03/19/2022 09:00:00 AM","100XX W OHARE ST",810,THEFT,"OVER $500","AIRPORT TERMINAL MEZZANINE - NON-SECURE AREA",FALSE,FALSE,1651,16,41,76,6,1100658,1934241,2022,"11-12-2022 15:46",41.97629041,-87.90522722,"(41.976290414, -87.905227221)"
12647016,JF179572,"03/19/2022 09:00:00 AM","005XX W HARRISON ST",810,THEFT,"OVER $500","PARKING LOT / GARAGE (NON RESIDENTIAL)",FALSE,FALSE,124,1,25,28,6,1172981,1897582,2022,"11-12-2022 15:46",41.87439666,-87.64035432,"(41.874396663, -87.640354324)"
12646828,JF179152,"03/19/2022 10:00:00 AM","011XX W BRYN MAWR AVE",810,THEFT,"OVER $500","CTA TRAIN",FALSE,FALSE,2023,20,48,77,6,1167668,1937354,2022,"11-12-2022 15:46",41.98364915,-87.65871224,"(41.983649153, -87.658712242)"
12649901,JF183002,"03/19/2022 10:00:00 AM","070XX S CAMPBELL AVE",810,THEFT,"OVER $500",STREET,FALSE,FALSE,832,8,17,66,6,1160927,1857819,2022,"11-12-2022 15:46",41.7655408,-87.68571152,"(41.765540799, -87.685711522)"
12647236,JF179833,"03/19/2022 10:30:00 AM","008XX W KINZIE ST",810,THEFT,"OVER $500",STREET,FALSE,FALSE,1214,12,27,28,6,1170510,1902892,2022,"11-12-2022 15:46",41.88902206,-87.64927127,"(41.889022056, -87.64927127)"
12647005,JF179378,"03/19/2022 11:55:00 AM","054XX N CUMBERLAND AVE",810,THEFT,"OVER $500","COMMERCIAL / BUSINESS OFFICE",FALSE,FALSE,1614,16,41,76,6,1119317,1935168,2022,"11-12-2022 15:46",41.97855782,-87.83658879,"(41.97855782, -87.836588785)"
12648279,JF181081,"03/19/2022 12:00:00 PM","081XX S WABASH AVE",810,THEFT,"OVER $500",STREET,FALSE,FALSE,631,6,6,44,6,1178123,1851097,2022,"11-12-2022 15:46",41.74672229,-87.62288632,"(41.746722291, -87.622886318)"
12648305,JF181064,"03/19/2022 01:00:00 PM","010XX W FOSTER AVE",810,THEFT,"OVER $500",STREET,FALSE,FALSE,2023,20,48,77,6,1168422,1934711,2022,"11-12-2022 15:46",41.97638036,-87.65601604,"(41.976380363, -87.656016041)"
12650916,JF183431,"03/19/2022 01:15:00 PM","015XX N WELLS ST",810,THEFT,"OVER $500",RESTAURANT,FALSE,FALSE,1821,18,27,8,6,1174423,1910548,2022,"11-12-2022 15:46",41.90994402,-87.63467236,"(41.909944021, -87.634672363)"
12647040,JF179521,"03/19/2022 01:57:00 PM","068XX S MERRILL AVE",810,THEFT,"OVER $500",APARTMENT,FALSE,TRUE,331,3,5,43,6,1191722,1860098,2022,"11-12-2022 15:46",41.77110285,-87.57276532,"(41.771102854, -87.572765319)"
12648265,JF181083,"03/19/2022 02:30:00 PM","060XX W LAWRENCE AVE",810,THEFT,"OVER $500","CONSTRUCTION SITE",FALSE,FALSE,1622,16,38,15,6,1135277,1931280,2022,"11-12-2022 15:46",41.96761981,-87.77798688,"(41.967619813, -87.777986884)"
12651719,JF185143,"03/19/2022 02:56:00 PM","006XX W 123RD ST",810,THEFT,"OVER $500","RESIDENCE - PORCH / HALLWAY",FALSE,FALSE,523,5,34,53,6,1174419,1823321,2022,"11-12-2022 15:46",41.67058404,-87.63728134,"(41.670584044, -87.637281336)"
12649371,JF182304,"03/19/2022 03:00:00 PM","078XX W FARRAGUT AVE",810,THEFT,"OVER $500","VEHICLE NON-COMMERCIAL",FALSE,FALSE,1613,16,41,10,6,1123104,1933911,2022,"11-12-2022 15:46",41.97504737,-87.82268918,"(41.975047365, -87.822689176)"
12647099,JF179712,"03/19/2022 03:30:00 PM","022XX W MADISON ST",810,THEFT,"OVER $500","PARKING LOT / GARAGE (NON RESIDENTIAL)",FALSE,FALSE,1223,12,27,28,6,1161461,1899980,2022,"11-12-2022 15:46",41.88122442,-87.68258377,"(41.881224424, -87.682583774)"
12650020,JF182476,"03/19/2022 03:52:00 PM","066XX S Bell Ave",810,THEFT,"OVER $500","RESIDENCE - PORCH / HALLWAY",FALSE,FALSE,832,8,16,66,6,1162549,1860510,2022,"11-12-2022 15:46",41.77289161,-87.67969138,"(41.772891614, -87.67969138)"
12647034,JF179616,"03/19/2022 04:00:00 PM","034XX W ADDISON ST",810,THEFT,"OVER $500",STREET,FALSE,FALSE,1732,17,35,16,6,1153000,1923728,2022,"11-12-2022 15:46",41.94656289,-87.71302155,"(41.946562888, -87.713021546)"
12647131,JF179714,"03/19/2022 04:00:00 PM","0000X E JACKSON BLVD",810,THEFT,"OVER $500",RESTAURANT,FALSE,FALSE,113,1,42,32,6,1176571,1899006,2022,"11-12-2022 15:46",41.87822391,-87.62713057,"(41.878223912, -87.627130568)"
12651381,JF184683,"03/19/2022 04:00:00 PM","004XX E 88TH PL",810,THEFT,"OVER $500",RESIDENCE,FALSE,FALSE,632,6,9,44,6,1180804,1846404,2022,"11-12-2022 15:46",41.73378299,-87.61320644,"(41.733782992, -87.613206443)"
12647123,JF179721,"03/19/2022 04:30:00 PM","089XX S SOUTH CHICAGO AVE",810,THEFT,"OVER $500","GAS STATION",FALSE,FALSE,423,4,7,46,6,1195170,1846429,2022,"11-12-2022 15:46",41.7335097,-87.56057648,"(41.7335097, -87.560576484)"
12646989,JF179560,"03/19/2022 04:45:00 PM","057XX S LAKE SHORE DR",810,THEFT,"OVER $500","PARKING LOT / GARAGE (NON RESIDENTIAL)",FALSE,FALSE,331,3,5,41,6,1189729,1867390,2022,"11-12-2022 15:46",41.79116079,-87.57983659,"(41.791160785, -87.579836586)"
12647889,JF179724,"03/19/2022 05:25:00 PM","002XX N HALSTED ST",810,THEFT,"OVER $500","PARKING LOT / GARAGE (NON RESIDENTIAL)",FALSE,FALSE,1214,12,27,28,6,1171005,1901824,2022,"11-12-2022 15:46",41.88608055,-87.6474848,"(41.886080551, -87.647484796)"
12647138,JF179704,"03/19/2022 05:30:00 PM","007XX W LAKE ST",810,THEFT,"OVER $500","PARKING LOT / GARAGE (NON RESIDENTIAL)",FALSE,FALSE,1214,12,27,28,6,1171203,1901678,2022,"11-12-2022 15:46",41.88567557,-87.64676199,"(41.885675573, -87.646761991)"
12649305,JF182236,"03/19/2022 06:00:00 PM","001XX S WACKER DR",810,THEFT,"OVER $500","PARKING LOT / GARAGE (NON RESIDENTIAL)",FALSE,FALSE,122,1,42,32,6,1173885,1899649,2022,"11-12-2022 15:46",41.88004857,-87.6369737,"(41.880048568, -87.636973696)"
12648800,JF181821,"03/19/2022 06:00:00 PM","079XX S WOOD ST",810,THEFT,"OVER $500",APARTMENT,FALSE,FALSE,611,6,17,71,6,1165730,1851991,2022,"11-12-2022 15:46",41.74944737,-87.66827206,"(41.749447371, -87.66827206)"
12647250,JF179804,"03/19/2022 07:00:00 PM","106XX S BENSLEY AVE",810,THEFT,"OVER $500",RESIDENCE,FALSE,FALSE,434,4,7,51,6,1194551,1834947,2022,"11-12-2022 15:46",41.70201723,-87.5632204,"(41.702017228, -87.563220402)"
12648285,JF181101,"03/19/2022 07:00:00 PM","064XX S KARLOV AVE",810,THEFT,"OVER $500",STREET,FALSE,FALSE,813,8,13,65,6,1150147,1861523,2022,"11-12-2022 15:46",41.77592111,-87.72512814,"(41.775921113, -87.725128137)"
12663438,JF199235,"03/19/2022 07:30:00 PM","006XX W MADISON ST",810,THEFT,"OVER $500",APARTMENT,FALSE,FALSE,121,1,42,28,6,1172208,1900286,2022,"11-12-2022 15:46",41.88183371,-87.64311257,"(41.881833712, -87.643112572)"
12647230,JF179760,"03/19/2022 08:20:00 PM","016XX S SAWYER AVE",810,THEFT,"OVER $500",APARTMENT,FALSE,TRUE,1022,10,24,29,6,1154968,1891547,2022,"11-12-2022 15:46",41.858216,-87.70665186,"(41.858216003, -87.706651859)"
12647846,JF180464,"03/19/2022 08:30:00 PM","034XX N OTTAWA AVE",810,THEFT,"OVER $500",STREET,FALSE,FALSE,1631,16,38,17,6,1124476,1922002,2022,"11-12-2022 15:46",41.94234513,-87.81790717,"(41.942345125, -87.817907171)"
12648350,JF181242,"03/19/2022 09:00:00 PM","004XX W NORTH AVE",810,THEFT,"OVER $500","PARKING LOT / GARAGE (NON RESIDENTIAL)",FALSE,FALSE,1821,18,2,8,6,1173199,1910962,2022,"11-12-2022 15:46",41.91110733,-87.63915649,"(41.911107328, -87.639156487)"
12647861,JF180672,"03/19/2022 09:00:00 PM","0000X W DIVISION ST",810,THEFT,"OVER $500","BAR OR TAVERN",FALSE,FALSE,1824,18,2,8,6,1175906,1908369,2022,"11-12-2022 15:46",41.90393147,-87.62929019,"(41.903931469, -87.629290187)"
12647201,JF179788,"03/19/2022 09:15:00 PM","012XX W 74TH ST",810,THEFT,"OVER $500",STREET,FALSE,FALSE,734,7,17,67,6,1169148,1855706,2022,"11-12-2022 15:46",41.75956865,-87.65563988,"(41.759568647, -87.655639878)"
12648974,JF181148,"03/19/2022 09:30:00 PM","015XX W FULTON ST",810,THEFT,"OVER $500",WAREHOUSE,FALSE,FALSE,1215,12,27,28,6,1166220,1901954,2022,"11-12-2022 15:46",41.88654088,-87.66505259,"(41.88654088, -87.665052586)"
12648536,JF181453,"03/19/2022 10:00:00 PM","094XX S ADA ST",810,THEFT,"OVER $500",APARTMENT,FALSE,FALSE,2222,22,21,73,6,1168985,1842188,2022,"11-12-2022 15:46",41.72247688,-87.65662686,"(41.722476877, -87.656626856)"
12650557,JF183769,"03/19/2022 10:00:00 PM","060XX N SHERIDAN RD",810,THEFT,"OVER $500",APARTMENT,FALSE,FALSE,2433,24,48,77,6,1168537,1940244,2022,"11-12-2022 15:46",41.99156055,-87.6554321,"(41.991560549, -87.655432099)"
12647530,JF180172,"03/19/2022 10:30:00 PM","042XX S COTTAGE GROVE AVE",810,THEFT,"OVER $500",STREET,FALSE,FALSE,214,2,4,38,6,1182317,1876894,2022,"11-12-2022 15:46",41.81741558,-87.60671982,"(41.81741558, -87.606719823)"
12647701,JF180412,"03/19/2022 11:00:00 PM","035XX N LAKE SHORE DR",810,THEFT,"OVER $500","VEHICLE - COMMERCIAL",FALSE,FALSE,1925,19,46,6,6,1172010,1924422,2022,"11-12-2022 15:46",41.94806847,-87.64312638,"(41.948068465, -87.643126381)"
12647395,JF180023,"03/20/2022 12:01:00 AM","030XX S DR MARTIN LUTHER KING JR DR",810,THEFT,"OVER $500",APARTMENT,FALSE,TRUE,133,1,4,35,6,1179408,1885031,2022,"11-12-2022 15:46",41.83981113,-87.61714191,"(41.83981113, -87.617141911)"
12647430,JF179919,"03/20/2022 12:10:00 AM","011XX S PULASKI RD",810,THEFT,"OVER $500",STREET,FALSE,FALSE,1132,11,24,29,6,1149893,1894625,2022,"11-12-2022 15:46",41.86676254,-87.7252004,"(41.866762539, -87.725200404)"
12648940,JF181514,"03/20/2022 12:20:00 AM","055XX N MILWAUKEE AVE",810,THEFT,"OVER $500",RESTAURANT,FALSE,FALSE,1622,16,45,11,6,1136458,1936528,2022,"11-12-2022 15:46",41.98199971,-87.77351829,"(41.981999705, -87.773518288)"
12648408,JF181270,"03/20/2022 01:00:00 AM","047XX W 83RD ST",810,THEFT,"OVER $500",STREET,FALSE,FALSE,834,8,18,70,6,1146263,1849125,2022,"11-12-2022 15:46",41.74197331,-87.73968041,"(41.741973313, -87.739680409)"
12652478,JF186002,"03/20/2022 01:00:00 AM","001XX S MASON AVE",810,THEFT,"OVER $500",STREET,FALSE,FALSE,1513,15,29,25,6,1136856,1898770,2022,"11-12-2022 15:46",41.87838045,-87.77296211,"(41.878380449, -87.772962109)"
12650931,JF183435,"03/20/2022 01:05:00 AM","014XX W ARTHUR AVE",810,THEFT,"OVER $500",STREET,FALSE,FALSE,2432,24,49,1,6,1165302,1943275,2022,"11-12-2022 15:46",41.99994734,-87.66724457,"(41.999947341, -87.667244566)"
12647719,JF180400,"03/20/2022 02:00:00 AM","001XX W HUBBARD ST",810,THEFT,"OVER $500",RESTAURANT,FALSE,FALSE,1831,18,42,8,6,1175290,1903292,2022,"11-12-2022 15:46",41.89001377,-87.63170539,"(41.890013771, -87.631705393)"
12647346,JF179990,"03/20/2022 02:20:00 AM","054XX N WOLCOTT AVE",810,THEFT,"OVER $500",STREET,FALSE,FALSE,2012,20,40,4,6,1162838,1935967,2022,"11-12-2022 15:46",41.97994619,-87.67651521,"(41.979946192, -87.676515211)"
12647380,JF180000,"03/20/2022 02:30:00 AM","053XX S EMERALD AVE",810,THEFT,"OVER $500",APARTMENT,FALSE,FALSE,935,9,20,61,6,1172209,1869483,2022,"11-12-2022 15:46",41.79730761,-87.64401665,"(41.797307609, -87.644016645)"
12647416,JF180037,"03/20/2022 03:20:00 AM","059XX N LINCOLN AVE",810,THEFT,"OVER $500","PARKING LOT / GARAGE (NON RESIDENTIAL)",FALSE,FALSE,2011,20,40,2,6,1154922,1939314,2022,"11-12-2022 15:46",41.9892934,-87.70553704,"(41.989293402, -87.705537043)"
12647681,JF180379,"03/20/2022 04:00:00 AM","002XX W ONTARIO ST",810,THEFT,"OVER $500","BAR OR TAVERN",FALSE,FALSE,1831,18,42,8,6,1174477,1904439,2022,"11-12-2022 15:46",41.89317941,-87.63465676,"(41.893179406, -87.634656764)"
12647728,JF180431,"03/20/2022 05:00:00 AM","038XX W 66TH PL",810,THEFT,"OVER $500",STREET,FALSE,FALSE,833,8,13,65,6,1151921,1860233,2022,"11-12-2022 15:46",41.77234654,-87.71865853,"(41.772346536, -87.718658526)"
12647635,JF180099,"03/20/2022 05:00:00 AM","005XX W PERSHING RD",810,THEFT,"OVER $500",RESTAURANT,FALSE,FALSE,915,9,11,60,6,1173129,1879047,2022,"11-12-2022 15:46",41.82353187,-87.64036009,"(41.82353187, -87.640360088)"
12647733,JF180443,"03/20/2022 10:00:00 AM","037XX W 68TH ST",810,THEFT,"OVER $500",STREET,FALSE,FALSE,833,8,13,65,6,1152540,1859254,2022,"11-12-2022 15:46",41.76964784,-87.71641517,"(41.769647842, -87.716415167)"
12651536,JF184903,"03/20/2022 11:00:00 AM","044XX N MC VICKER AVE",810,THEFT,"OVER $500",STREET,FALSE,FALSE,1622,16,38,15,6,1135215,1928975,2022,"11-12-2022 15:46",41.96129577,-87.77826976,"(41.961295774, -87.778269761)"
